weather.스,weather.stn_id,weather.pvn_nm,weather.bor_nm,weather.max_ta,weather.max_ws,weather.min_ta,weather.avg_ta,weather.avg_rhm,weather.avg_wa,weather.sum_rn
20180703,119,경기도,수원시권선구,33.5,5,22.6,26.5,86,2,17.7
20180704,119,경기도,수원시권선구,32.3,4.3,22.6,26.4,84,1.9,0
20180705,119,경기도,수원시권선구,30.8,4.5,22.4,25.7,84,1.7,0.3
20180706,119,경기도,수원시권선구,27.5,5.3,22.2,24.3,67,3.3,0
20180707,119,경기도,수원시권선구,29.6,5,20.4,24.3,57,2.9,0
20180708,119,경기도,수원시권선구,28.2,4.9,18.5,23.3,58,2.9,0
20180709,119,경기도,수원시권선구,23.6,5.9,20.3,21.1,91,3,11.4
20180710,119,경기도,수원시권선구,27.9,3.2,20.5,24.7,89,1.7,2.9
20180711,119,경기도,수원시권선구,30.9,4.1,24.2,27.2,85,1.5,4.2
20180712,119,경기도,수원시권선구,31.1,4,25,27.4,83,1.5,0
20180713,119,경기도,수원시권선구,32.4,3.3,24,27.3,81,1.5,0.1
20180714,119,경기도,수원시권선구,32.8,4.1,23.9,27.9,77,1.7,0
20180715,119,경기도,수원시권선구,34,4.2,23.4,27.9,77,1.5,0
20180716,119,경기도,수원시권선구,33.7,3.3,22.8,27.8,74,1.4,0
20180717,119,경기도,수원시권선구,32.4,4,22.3,27.2,75,1.6,0
20180718,119,경기도,수원시권선구,33.4,3.7,22.6,27.6,76,1.3,0
20180719,119,경기도,수원시권선구,33.4,4.6,22.1,27.6,73,1.6,0
20180720,119,경기도,수원시권선구,34,3.6,22.8,28.5,71,1.3,0
20180721,119,경기도,수원시권선구,36.7,3.6,23.1,29.3,64,1.3,0
20180722,119,경기도,수원시권선구,37.5,5.6,23.9,31.1,60,1.3,0
20180723,119,경기도,수원시권선구,36,4,28.2,31.2,61,1.6,0
20180724,119,경기도,수원시권선구,36.5,4,25.6,30.6,69,1.7,0
20180725,119,경기도,수원시권선구,33.9,4,27.3,29.6,72,2.2,0
20180726,119,경기도,수원시권선구,34.2,3.3,25.9,29.4,77,1.6,0
20180727,119,경기도,수원시권선구,35.7,3.8,26.4,29.8,78,1.7,0
20180728,119,경기도,수원시권선구,34.9,3.2,25.9,28.9,87,1.1,4
20180729,119,경기도,수원시권선구,35.9,5.2,25.3,30.9,61,2.2,0
20180730,119,경기도,수원시권선구,36.3,4,26.6,31.6,58,1.9,0
20180731,119,경기도,수원시권선구,37.5,3.6,27.8,31.9,59,2.1,0
20180801,119,경기도,수원시권선구,39.3,4.5,26.6,32,66,1.5,0
20180802,119,경기도,수원시권선구,38.1,4,27.8,32,64,1.5,0
20180803,119,경기도,수원시권선구,37.6,4.3,28,32,64,1.9,0
20180804,119,경기도,수원시권선구,35,4.4,27.2,30.2,73,2,0
20180805,119,경기도,수원시권선구,34.3,5.3,26.2,29.7,79,2.5,0
20180806,119,경기도,수원시권선구,34.8,3.8,27.2,29.8,80,1.7,1
20180807,119,경기도,수원시권선구,36.4,4,27.4,30.5,69,2.2,0
20180808,119,경기도,수원시권선구,36,4.8,26.1,30.2,75,2,0
20180809,119,경기도,수원시권선구,34.1,4.8,26.2,29.4,80,1.9,0
20180810,119,경기도,수원시권선구,37,5.1,26.7,31.2,66,1.9,0
20180811,119,경기도,수원시권선구,35.6,4.8,26.8,30.6,63,2.6,0
20180812,119,경기도,수원시권선구,35.6,4.7,25.8,30.3,65,2.3,2.8
20180813,119,경기도,수원시권선구,36.7,6.3,26.2,31,70,1.5,0
20180814,119,경기도,수원시권선구,37.1,4.2,27.8,31.8,63,1.2,0
20180815,119,경기도,수원시권선구,39.2,4.7,28.6,32.4,60,2.1,0
20180816,119,경기도,수원시권선구,35.9,6.3,24.7,30,56,3.7,0
20180817,119,경기도,수원시권선구,32.5,6.2,22.3,26.9,48,4,0
20180818,119,경기도,수원시권선구,32.1,5.6,21.5,25.8,56,2.5,0
20180819,119,경기도,수원시권선구,33.8,3.6,22,27.1,62,1.4,0
20180820,119,경기도,수원시권선구,32.8,3.8,24.3,28.3,65,2.3,0
20180821,119,경기도,수원시권선구,30.1,4.7,23.2,25.6,82,2,5.7
20180822,119,경기도,수원시권선구,37.2,5.4,23.1,30.6,64,2.2,0
20180823,119,경기도,수원시권선구,33.2,5.3,24.9,29.5,66,3.2,3.7
20180824,119,경기도,수원시권선구,28,5.3,22.9,24.7,91,2.9,12.2
20180825,119,경기도,수원시권선구,29.6,5.5,21,24.7,81,2,0
20180826,119,경기도,수원시권선구,25.9,4.2,19,21.7,82,1.7,4
20180827,119,경기도,수원시권선구,24.6,3.8,19.3,22.4,99,1.2,53.1
20180828,119,경기도,수원시권선구,25.4,4.8,22.3,23.5,100,1.2,124.8
20180829,119,경기도,수원시권선구,29.6,5.2,22.8,26.1,88,2.2,8.5
20180830,119,경기도,수원시권선구,31.4,5,24.4,26.7,85,2,1.9
20180831,119,경기도,수원시권선구,30,3.9,21.3,24.7,79,1.6,0.9
20180901,119,경기도,수원시권선구,30.7,5.2,19.9,25.3,69,2.7,0
20180902,119,경기도,수원시권선구,29.9,5,20.2,25.1,63,2.7,0
20180903,119,경기도,수원시권선구,28.5,4.5,22.5,24.3,85,1.9,17.7
20180904,119,경기도,수원시권선구,29.3,5.5,20,23.8,77,2.1,0
20180905,119,경기도,수원시권선구,29,5.8,18.1,23.6,72,2.3,0
20180906,119,경기도,수원시권선구,28.8,4.4,19.7,23.1,84,1.9,6.7
20180907,119,경기도,수원시권선구,25.4,5.8,17.9,21.4,66,2.5,1
20180908,119,경기도,수원시권선구,28.2,3.4,14,21.3,62,1.4,0
20180909,119,경기도,수원시권선구,28.3,3.4,14.2,21.2,65,1,0
20180910,119,경기도,수원시권선구,28,4.5,18.2,23,56,2.6,0
20180911,119,경기도,수원시권선구,25.7,4.8,16.2,21.4,56,2.6,0
20180912,119,경기도,수원시권선구,27.6,4.5,16.1,22.5,61,2,0
20180913,119,경기도,수원시권선구,28,3.9,20.4,23.5,70,2.2,0
20180914,119,경기도,수원시권선구,25.1,4.8,20.4,23.1,75,2.2,0.2
20180915,119,경기도,수원시권선구,23.6,3.2,20.1,21.7,93,1.2,6.9
20180916,119,경기도,수원시권선구,25.4,3.4,20.6,21.9,93,1.2,1.6
20180917,119,경기도,수원시권선구,27.8,3.9,17.9,21.8,76,1.3,0
20180918,119,경기도,수원시권선구,26.9,3.4,16.4,21.3,72,1.3,0
20180919,119,경기도,수원시권선구,26.9,3.8,18.1,21.4,70,1.2,0.1
20180920,119,경기도,수원시권선구,20.3,3.7,17.6,19,92,2.2,5.7
20180921,119,경기도,수원시권선구,22.1,3.8,17.6,19.2,93,1.7,20
20180922,119,경기도,수원시권선구,26.5,5.5,14.7,20.2,75,1.7,0.5
20180923,119,경기도,수원시권선구,25.7,4.7,14.6,19,67,1.4,1.3
20180924,119,경기도,수원시권선구,23.3,4.2,11.9,17.1,64,1.7,0
20180925,119,경기도,수원시권선구,24.1,4.6,9.2,17.3,62,1.4,0
20180926,119,경기도,수원시권선구,24.8,4.6,16,18.9,58,2.5,0
20180927,119,경기도,수원시권선구,24.8,3.5,11.6,18.5,58,1.6,0
20180928,119,경기도,수원시권선구,21.3,4.4,13.8,17.7,67,2.1,0
20180929,119,경기도,수원시권선구,27,3.2,13.4,19.6,70,1.5,0
20180930,119,경기도,수원시권선구,22.4,5.9,12.9,17.2,64,2.1,0
20181001,119,경기도,수원시권선구,20.8,6.2,10.8,15.7,64,2.3,0.1
20181002,119,경기도,수원시권선구,21.8,3.9,8.9,14.8,74,1.3,0
20181003,119,경기도,수원시권선구,24.6,2.7,9.8,16.4,73,0.8,0
20181004,119,경기도,수원시권선구,25.6,5.2,11.6,19.3,64,2.1,0
20181005,119,경기도,수원시권선구,19.4,5,15.6,17.1,89,2,27.2
20181006,119,경기도,수원시권선구,22.6,6.3,14.8,17.7,91,2.6,76
20181007,119,경기도,수원시권선구,22.2,4.2,11.4,16.4,66,1.6,0
20181008,119,경기도,수원시권선구,21.2,3,7.4,13.7,64,0.8,0
20181009,119,경기도,수원시권선구,19.7,3.6,8.9,14.9,68,1.3,0
20181010,119,경기도,수원시권선구,16.2,5.5,8,12.7,64,2.5,3
20181011,119,경기도,수원시권선구,15.5,5.6,4,9.8,60,2,0
20181012,119,경기도,수원시권선구,17.8,2.9,3.9,10.3,69,1,0
20181013,119,경기도,수원시권선구,19.7,3.3,5,11.6,71,0.8,0
20181014,119,경기도,수원시권선구,21,3.4,5.8,13.1,70,1,0
20181015,119,경기도,수원시권선구,21.8,3.4,8.6,14.2,84,1.1,0
20181016,119,경기도,수원시권선구,20.7,3.3,8.9,13.6,76,0.9,0
20181017,119,경기도,수원시권선구,19,4.6,6.6,11.4,72,1.2,0
20181018,119,경기도,수원시권선구,18.8,7.6,5,10.7,87,1.3,3.8
20181019,119,경기도,수원시권선구,20.5,3.5,6,12.7,68,1.5,0
20181020,119,경기도,수원시권선구,21.6,3,5.5,12.2,73,0.7,0
20181021,119,경기도,수원시권선구,21.1,3,5.2,12,70,0.8,0
20181022,119,경기도,수원시권선구,20.1,2.5,6.7,12.2,72,0.7,0
20181023,119,경기도,수원시권선구,16.3,5.7,7.5,10.7,94,0.9,5.9
20181024,119,경기도,수원시권선구,19.3,3.4,6,11.6,80,1,0
20181025,119,경기도,수원시권선구,21.5,3,5.6,12.8,70,0.7,0
20181026,119,경기도,수원시권선구,14.7,6.1,10.1,12.4,80,1.9,7.2
20181027,119,경기도,수원시권선구,13.6,6.3,5.5,9.8,56,2.8,0
20181028,119,경기도,수원시권선구,16.1,7.1,5,9.1,83,1.8,9.4
20181029,119,경기도,수원시권선구,13.5,6,3.9,7.7,70,2,0.1
20181030,119,경기도,수원시권선구,12.5,4.1,-0.2,6.6,61,1.6,0
20181031,119,경기도,수원시권선구,13.1,4.8,2.9,7.5,67,1.5,0
20181101,119,경기도,수원시권선구,16.7,3.1,0.6,7.5,71,1,0
20181102,119,경기도,수원시권선구,19.9,2.2,2.4,9.9,74,0.7,0
20181103,119,경기도,수원시권선구,19.5,3.2,3.6,10.3,76,0.8,0
20181104,119,경기도,수원시권선구,20.6,3.4,3.6,10.9,70,1.1,0
20181105,119,경기도,수원시권선구,18.7,3.2,4.6,10.9,82,0.8,0
20181106,119,경기도,수원시권선구,18.1,2.2,6.5,11.5,87,0.9,0
20181107,119,경기도,수원시권선구,17.6,4.1,11.1,13.9,83,1.5,1.7
20181108,119,경기도,수원시권선구,15.4,6.9,11.9,13.2,98,2.5,64
20181109,119,경기도,수원시권선구,16.6,6.2,8.6,12.2,76,3.5,0
20181110,119,경기도,수원시권선구,17.8,5,6.8,11.2,81,1.4,0
20181111,119,경기도,수원시권선구,12.1,3,4.8,8.3,80,0.9,0
20181112,119,경기도,수원시권선구,15.9,3.1,2.4,8,67,1.1,0
20181113,119,경기도,수원시권선구,15.7,3,1.9,7.8,74,0.8,0
20181114,119,경기도,수원시권선구,17.4,2.7,2.4,8.7,77,0.7,0
20181115,119,경기도,수원시권선구,16.9,2.5,2.8,8.8,75,0.7,0
20181116,119,경기도,수원시권선구,15.8,4.1,5.3,8.9,75,1.5,0
20181117,119,경기도,수원시권선구,11.8,3.4,0,5.8,58,1.5,0
20181118,119,경기도,수원시권선구,12,3.2,0.6,6.4,64,0.9,0
20181119,119,경기도,수원시권선구,14.2,3.9,1.6,6.8,65,1.2,0
20181120,119,경기도,수원시권선구,12.6,3,-1.1,5.5,51,1.2,0
20181121,119,경기도,수원시권선구,8.7,4.9,1.9,5.7,84,1.1,5.4
20181122,119,경기도,수원시권선구,8.6,5.4,-2.4,2.9,49,2,0
20181123,119,경기도,수원시권선구,7.9,4.1,-4.3,2,44,1.1,0
20181124,119,경기도,수원시권선구,5.1,4.8,0.3,3.6,77,2.7,7
20181125,119,경기도,수원시권선구,11.9,2.5,2.8,6,84,1.1,0
20181126,119,경기도,수원시권선구,14.2,3.4,0.7,5.8,81,0.8,0
20181127,119,경기도,수원시권선구,12.6,3.4,0.8,7,72,1,0
20181128,119,경기도,수원시권선구,12.6,3.4,1.6,5.3,35,1.5,0
20181129,119,경기도,수원시권선구,9.4,2.7,-1,3.9,53,0.9,0
20181130,119,경기도,수원시권선구,9.7,3.5,-2.7,2.8,58,1.1,0
20181201,119,경기도,수원시권선구,12.6,2.2,-0.3,4.8,62,0.7,0
20181202,119,경기도,수원시권선구,13.4,3.5,0.9,8.6,63,1.7,0
20181203,119,경기도,수원시권선구,13.4,3.7,9.3,11.8,95,1.4,10.2
20181204,119,경기도,수원시권선구,11.9,5.2,0.9,7.7,76,2.7,10
20181205,119,경기도,수원시권선구,6.7,4.9,-3,1.6,44,1.8,0
20181206,119,경기도,수원시권선구,8.6,5.8,-0.5,2.8,62,2.1,1
20181207,119,경기도,수원시권선구,-0.2,5.9,-8.3,-5.6,42,3.8,0
20181208,119,경기도,수원시권선구,-2.6,5.2,-10.2,-6.7,42,2.8,0
20181209,119,경기도,수원시권선구,-0.7,3.8,-11.1,-6.2,36,1.7,0
20181210,119,경기도,수원시권선구,5.8,3.2,-9,-3,46,0.8,0
20181211,119,경기도,수원시권선구,3.8,3.5,-3.6,0.2,59,0.9,0
20181212,119,경기도,수원시권선구,3.9,3.8,-4.4,-1.1,45,2,0
20181213,119,경기도,수원시권선구,3.9,5.6,-5.5,-2.1,67,1.8,2.7
20181214,119,경기도,수원시권선구,1.4,3.6,-9.2,-4.2,60,1.3,0
20181215,119,경기도,수원시권선구,3.4,1.7,-9.5,-3.2,64,0.6,0
20181216,119,경기도,수원시권선구,3.2,3.2,-4.1,-0.1,71,1,0
20181217,119,경기도,수원시권선구,7.4,4.1,-2.8,1.6,65,1.6,0
20181218,119,경기도,수원시권선구,9.3,4.8,-4.5,1.2,74,1.1,0
20181219,119,경기도,수원시권선구,10.4,3.2,-2,2.7,75,0.9,0
20181220,119,경기도,수원시권선구,11.7,1.8,-2.1,2.6,61,0.6,0
20181221,119,경기도,수원시권선구,11.3,2.9,-2.4,4.8,57,0.8,0
20181222,119,경기도,수원시권선구,13.1,3.5,0.6,6.6,60,1.1,0
20181223,119,경기도,수원시권선구,9.4,5.5,-2.6,3.7,44,2.7,0
20181224,119,경기도,수원시권선구,4.2,3.3,-5.6,-2.1,46,1.4,0
20181225,119,경기도,수원시권선구,3.2,2.8,-5.8,-0.5,69,1,0.1
20181226,119,경기도,수원시권선구,4.3,4.8,-5.1,-0.4,41,2.5,0
20181227,119,경기도,수원시권선구,-4.8,5.7,-11.6,-8.5,32,3.5,0
20181228,119,경기도,수원시권선구,-5.3,4.8,-13.2,-9.9,41,2.2,0
20181229,119,경기도,수원시권선구,-1.8,5.7,-9.8,-6.4,38,2.9,0
20181230,119,경기도,수원시권선구,-0.5,3.1,-11.6,-6.7,46,1.2,0
20181231,119,경기도,수원시권선구,1.4,3.3,-12.4,-4.9,59,1,0
20160101,201,인천광역시,강화군,6,3.9,-5.4,1.3,74,1,0
20160102,201,인천광역시,강화군,10.5,5.5,3.5,6.9,78,2.2,0
20160103,201,인천광역시,강화군,8,3.2,1.4,4.7,85,0.9,0
20160104,201,인천광역시,강화군,4.8,4.1,-4.3,1.4,50,2.1,0
20160105,201,인천광역시,강화군,0.6,3.8,-6.4,-3,40,1.3,0
20160106,201,인천광역시,강화군,2.1,3.5,-6.3,-1.8,55,1.4,0
20160107,201,인천광역시,강화군,0.4,4.2,-8,-3.5,52,1.9,0
20160108,201,인천광역시,강화군,1.8,4.4,-9.1,-3.8,57,1.4,0
20160109,201,인천광역시,강화군,2,4.6,-8.3,-2.9,64,1.4,0
20160110,201,인천광역시,강화군,4,3.9,-5.6,-0.1,42,1.6,0
20160111,201,인천광역시,강화군,-0.7,3.7,-9.8,-4.9,44,1.7,0
20160112,201,인천광역시,강화군,-0.4,4.5,-10.4,-5.7,46,1.9,0
20160113,201,인천광역시,강화군,-1.2,4.1,-11.1,-5.5,66,1.5,0
20160114,201,인천광역시,강화군,-0.2,3.3,-10.8,-5.3,57,1.2,0
20160115,201,인천광역시,강화군,3.6,2.2,-8,-3,63,1.2,0
20160116,201,인천광역시,강화군,2.9,2.8,-5.3,-1.5,68,1.4,0
20160117,201,인천광역시,강화군,5,3.4,-3.1,-0.1,70,1.1,0
20160118,201,인천광역시,강화군,1.2,7.7,-12.2,-6.7,54,4.1,0
20160119,201,인천광역시,강화군,-8.7,7.8,-14.9,-12.2,45,3.6,0
20160120,201,인천광역시,강화군,-5.6,3.2,-16.2,-11,52,1.4,0
20160121,201,인천광역시,강화군,-2.7,4.3,-11.6,-7.2,46,1.4,0
20160122,201,인천광역시,강화군,-3.6,4.6,-12.3,-7.1,36,1.8,0
20160123,201,인천광역시,강화군,-7.6,6.5,-16.2,-11.6,44,2.8,0
20160124,201,인천광역시,강화군,-9.8,5,-17.4,-13.9,48,2,0
20160125,201,인천광역시,강화군,-3.9,4.3,-16,-9.8,53,1.5,0
20160126,201,인천광역시,강화군,2.4,4,-11,-2.4,64,1.9,0
20160127,201,인천광역시,강화군,2.9,4.3,-8.5,-3.2,63,1.7,0
20160128,201,인천광역시,강화군,3.2,4.5,-8.6,-1.4,53,1.5,0
20160129,201,인천광역시,강화군,5.3,4.8,-3.4,1,42,2.4,0
20160130,201,인천광역시,강화군,4.7,3.7,-6.4,-1.1,57,1.6,0
20160131,201,인천광역시,강화군,-0.2,5.4,-7.8,-4.5,35,2.6,0
20160201,201,인천광역시,강화군,-1.9,4.6,-10.7,-6,33,2.1,0
20160202,201,인천광역시,강화군,-0.2,4.4,-12.1,-5.8,43,1.9,0
20160203,201,인천광역시,강화군,3.4,4.6,-11.5,-3.4,53,1.7,0
20160204,201,인천광역시,강화군,3.7,5.1,-6.5,-1.2,49,2.1,0
20160205,201,인천광역시,강화군,3.1,4.6,-10.4,-3.1,43,1.7,0
20160206,201,인천광역시,강화군,1.1,5.6,-7.8,-3.3,37,2.5,0
20160207,201,인천광역시,강화군,2.1,4.5,-12.2,-4.7,55,1.5,0
20160208,201,인천광역시,강화군,6.1,7.1,-8,0.6,68,2.9,0
20160209,201,인천광역시,강화군,5.9,6.5,-5.3,0.3,49,3,0
20160210,201,인천광역시,강화군,8.6,3.1,-7.9,-0.2,45,1.1,0
20160211,201,인천광역시,강화군,13.5,3.5,-1.7,7.6,31,2,2
20160212,201,인천광역시,강화군,9.3,3.3,6.4,7.9,88,1.3,13
20160213,201,인천광역시,강화군,14.1,7.6,3.2,9.3,89,2.2,22
20160214,201,인천광역시,강화군,3.1,7.9,-6.6,-2.9,64,4.3,0
20160215,201,인천광역시,강화군,-1.9,4.8,-9.7,-5.5,46,2.9,0
20160216,201,인천광역시,강화군,3,5.9,-8.5,-2.9,67,2.4,0
20160217,201,인천광역시,강화군,4.5,5.1,-5.2,0.1,58,2.3,0
20160218,201,인천광역시,강화군,8.2,7.8,-3.1,3.2,73,3.5,0
20160219,201,인천광역시,강화군,4.6,3.5,-2.6,1.1,57,1.4,0
20160220,201,인천광역시,강화군,6.3,5.9,-3.5,1.4,37,2.2,0
20160221,201,인천광역시,강화군,3.7,5.4,-6.1,-1.2,43,2.2,0
20160222,201,인천광역시,강화군,4.2,3.1,-4,0.4,44,1.3,0
20160223,201,인천광역시,강화군,4.8,5.2,-4.4,-0.2,54,2,0
20160224,201,인천광역시,강화군,1.1,4.7,-9.1,-3.2,42,2.2,0
20160225,201,인천광역시,강화군,5.5,7.3,-8.4,-0.6,59,2.7,0
20160226,201,인천광역시,강화군,5.6,3.8,-5.7,0.7,49,1.6,0
20160227,201,인천광역시,강화군,7.1,4.8,-2.8,1.2,65,1.7,0
20160228,201,인천광역시,강화군,4.7,6.4,-2.8,0.4,62,2,1
20160229,201,인천광역시,강화군,-0.5,6.2,-5.9,-3,39,3.8,0
20160301,201,인천광역시,강화군,1.6,5.3,-9.1,-2.8,53,2.4,0
20160302,201,인천광역시,강화군,7.8,6.9,-3.5,3.4,73,3.4,0
20160303,201,인천광역시,강화군,10.8,3.4,4.1,7.7,68,1.8,0
20160304,201,인천광역시,강화군,19.1,3.8,5.9,12.4,60,1.7,0
20160305,201,인천광역시,강화군,13.7,5.4,5.6,9.8,87,2.4,51.5
20160306,201,인천광역시,강화군,11.9,5.5,2.3,6.2,54,2.1,0
20160307,201,인천광역시,강화군,11.4,3.7,3.1,7.6,40,1.6,0
20160308,201,인천광역시,강화군,6.5,5.4,-1.4,2.4,32,2.7,0
20160309,201,인천광역시,강화군,3.7,5.7,-2.7,-0.3,34,2.8,0
20160310,201,인천광역시,강화군,3.2,5.3,-4.4,-0.6,36,2.2,0
20160311,201,인천광역시,강화군,3.9,6.6,-6.6,-0.8,48,2.5,0
20160312,201,인천광역시,강화군,6.4,6,-4.5,1.8,67,2.6,0
20160313,201,인천광역시,강화군,6.8,3.8,-0.1,2.5,77,1.5,0
20160314,201,인천광역시,강화군,9.4,4.8,-1.1,4.5,48,2.2,0
20160315,201,인천광역시,강화군,9.9,5.9,-3.8,3.3,55,2.5,0
20160316,201,인천광역시,강화군,10.4,5.4,-0.2,5,60,2.2,0
20160317,201,인천광역시,강화군,13.9,3.8,-1.5,6.7,51,1.2,0
20160318,201,인천광역시,강화군,18.4,5.1,3.8,11.8,56,1.9,0
20160319,201,인천광역시,강화군,16.1,5.2,7,10.4,52,2.8,0
20160320,201,인천광역시,강화군,14,5.1,0.8,7,62,2,0
20160321,201,인천광역시,강화군,13.2,5.6,1.5,6.8,69,2.7,0
20160322,201,인천광역시,강화군,9.4,5.9,-0.5,5,79,2.8,0
20160323,201,인천광역시,강화군,12.5,5.6,1.2,7,44,2.7,0
20160324,201,인천광역시,강화군,10.8,5.4,0.2,6.3,32,3.1,0
20160325,201,인천광역시,강화군,10.2,5.5,-2.3,4.5,52,2.4,0
20160326,201,인천광역시,강화군,9.9,5.9,-2.4,4.3,58,2.6,0
20160327,201,인천광역시,강화군,10.8,6.9,-1.4,5.4,67,2.9,0
20160328,201,인천광역시,강화군,13.7,4.8,2.3,8.1,60,2.1,0
20160329,201,인천광역시,강화군,14.4,8.2,4.9,9.3,69,4,0
20160330,201,인천광역시,강화군,13.6,5.3,2.2,7.5,70,2.1,0
20160331,201,인천광역시,강화군,19.6,4.7,2,10.8,35,2,0
20160401,201,인천광역시,강화군,20.8,5.2,4.1,12,33,1.9,0
20160402,201,인천광역시,강화군,18.1,5.5,6.4,11.5,63,2.2,0
20160403,201,인천광역시,강화군,13.8,4.5,5.1,10.2,50,1.7,0
20160404,201,인천광역시,강화군,18.3,5.5,1.9,10.6,38,2.8,0
20160405,201,인천광역시,강화군,14.3,6.8,1.1,7.8,59,2.8,0
20160406,201,인천광역시,강화군,21.5,4.7,3.5,12.1,57,1.9,1.5
20160407,201,인천광역시,강화군,20.4,6,8.7,14,60,3.1,5
20160408,201,인천광역시,강화군,13.8,5.9,6,7.6,85,3,0
20160409,201,인천광역시,강화군,10.6,3.2,6.2,8.5,88,1.3,0
20160410,201,인천광역시,강화군,17.5,5.7,8.3,12.1,66,2.5,0
20160411,201,인천광역시,강화군,17.1,5,5.7,10.6,44,2.8,0
20160412,201,인천광역시,강화군,17.9,5.2,6.5,12.5,50,2,0
20160413,201,인천광역시,강화군,19.7,5.4,8.3,12.7,74,2.3,0
20160414,201,인천광역시,강화군,15.2,5.9,6.7,9.2,82,3.3,0
20160415,201,인천광역시,강화군,19.9,5,3.8,11.8,53,2.2,0
20160416,201,인천광역시,강화군,20.5,6.4,6.7,13.3,68,2,38
20160417,201,인천광역시,강화군,14.5,8.6,6.6,10.5,70,5,20.5
20160418,201,인천광역시,강화군,17.1,8.6,6.2,10.1,70,3.2,0.5
20160419,201,인천광역시,강화군,16.6,5.4,3.8,10,62,2.5,0
20160420,201,인천광역시,강화군,19.7,6.1,8.1,13,59,2,4.5
20160421,201,인천광역시,강화군,17.7,4.5,10.5,12.8,84,2.6,22
20160422,201,인천광역시,강화군,13.8,5.7,8.9,10.7,89,2.4,0
20160423,201,인천광역시,강화군,18.3,4.5,5.4,11.5,65,1.9,0
20160424,201,인천광역시,강화군,21.2,4.4,5.3,13,39,1.8,0
20160425,201,인천광역시,강화군,22.1,5.3,6.1,13.7,38,2,0
20160426,201,인천광역시,강화군,27.8,5.5,8.5,18.7,41,2.6,0
20160427,201,인천광역시,강화군,19.6,5.7,12.4,15.5,37,3.9,0
20160428,201,인천광역시,강화군,19.8,5.4,9.6,14.3,47,2.5,0
20160429,201,인천광역시,강화군,18.3,6.1,8.1,12.9,65,2.7,0
20160430,201,인천광역시,강화군,18.1,6.6,6.8,13.9,55,3,0
20160501,201,인천광역시,강화군,22.2,6.5,10.3,16.7,52,2.6,0
20160502,201,인천광역시,강화군,26.7,5.7,15.9,19.9,65,3,15
20160503,201,인천광역시,강화군,17.7,9.6,9.3,12.9,80,5.7,52
20160504,201,인천광역시,강화군,20.3,8.4,11,15.7,46,5.1,0
20160505,201,인천광역시,강화군,25.4,4.1,7.5,16.8,60,2,19
20160506,201,인천광역시,강화군,18,6.9,11.5,14.6,86,3.4,12
20160507,201,인천광역시,강화군,21.6,5.1,9.8,16.5,51,3,0
20160508,201,인천광역시,강화군,24.5,4.6,9.3,16.6,59,2,0
20160509,201,인천광역시,강화군,21.6,4.9,13.3,17.5,55,1.9,0
20160510,201,인천광역시,강화군,16.6,5.4,11.2,13.3,77,2.4,8.5
20160511,201,인천광역시,강화군,20.9,6,9.8,14.5,66,2.8,0
20160512,201,인천광역시,강화군,20.1,7,9.5,14.9,71,3.5,0
20160513,201,인천광역시,강화군,23.3,5.2,12,16.9,50,2.3,NA
20160514,201,인천광역시,강화군,24.3,5.6,12.1,17.6,52,2.2,0
20160515,201,인천광역시,강화군,21.4,7.2,11.6,15.6,77,2.5,52.5
20160516,201,인천광역시,강화군,20.1,6.1,10.1,14.3,67,3.2,0.5
20160517,201,인천광역시,강화군,23.1,4.4,8.3,16.1,61,2,0
20160518,201,인천광역시,강화군,27,4.1,10.7,19.3,48,1.9,0
20160519,201,인천광역시,강화군,29.8,5.1,12.9,23.2,34,2.1,0
20160520,201,인천광역시,강화군,28.4,5.2,14.2,21,44,1.8,0
20160521,201,인천광역시,강화군,29.9,3,15,21.6,34,1.5,0
